S.No,DDOCODE,HOA,"ACCOUNT TYPE","BALANCE(in Rs.)","LOC(in Rs.)"
1,27021311001,8449001200017000000NVN,LOC,748434598,248273600
2,27020107002,8449001200063000000NVN,LOC,39659681,155392
3,27022403001,8448001100043000000NVN,LOC,2337117,48081
4,27021207001,8443001060001000000NVN,LOC,431560,197531
5,27022002001,8448001200022000000NVN,LOC,107816911,107816911
6,27021903001,8448001200005001000NVN,LOC,0,0
7,27020404001,8449001200022000000NVN,LOC,0,0
8,27022501011,8449001200033000000NVN,LOC,16324351,0
9,27022501012,8449001200024000000NVN,LOC,0,0
10,27020331001,8448001100030000000NVN,LOC,11600000,0
11,27020803001,8443008000027000000NVN,LOC,335142,235000
12,27022501008,8449001200002101000NVN,LOC,21369000,21369000
13,27022501010,8449001200002103000NVN,LOC,0,0
14,27020901004,8449001200097000000NVN,LOC,0,0
15,27021102002,8443008000001000000NVN,LOC,0,0
16,27022501002,8449001200031000000NVN,LOC,70298198,260399
17,27020302001,8448001100045000000NVN,LOC,86100000,0
18,27021901003,8448001200005002000NVN,LOC,0,0
19,27020111001,8448001100026000000NVN,LOC,0,0
20,27022207003,8448001100044000000NVN,LOC,0,0
21,27022406001,8449001200014001000NVN,LOC,233702817,0
22,27021226001,8342001030009000000NVN,LOC,585215,585215
23,27020913001,8449001200071000000NVN,LOC,692815857,0
24,27021334001,8449001200059000000NVN,LOC,42325000,0
25,27021906001,8448001100032000000NVN,LOC,0,0
26,27020103001,8449001200092000000NVN,LOC,204371487,156831452
27,27022211001,8448001200033000000NVN,LOC,2175013000,0
28,27022501003,8449001200087000000NVN,LOC,25141634,976
29,27022802001,8443008000013000000NVN,LOC,147841536,143158824
30,27020902001,8443001060001000000NVN,LOC,7125169,5332600
31,27022201001,8448001200035000000NVN,LOC,86531351,58345828
32,27021301002,8449001200036000000NVN,LOC,56667000,56667000
33,27022405001,8448001200009000000NVN,LOC,23180162,12245342
34,27021901001,8448001200005004000NVN,LOC,100,0
35,27022501007,8449001200089000000NVN,LOC,18064401,0
36,27022806001,8449001200035000000NVN,LOC,2942808,0
37,27021802002,8448001200036000000NVN,LOC,0,0
38,27022501009,8449001200002102000NVN,LOC,0,0
39,27020102001,8449001200005000000NVN,LOC,168012198,55885000
40,27020102002,8449001200030000000NVN,LOC,1655522262,25000000
41,27021307001,8449001200093000000NVN,LOC,24279645,17644964
42,27020702002,8342001170004002000NVN,LOC,131769706,10707804
43,27020909001,8449001200061000000NVN,LOC,16588068,47531
44,27022808001,8448001100029000000NVN,LOC,9962880,9962880
45,27022409001,8448001100024000000NVN,LOC,61060153,5082044
46,27020705001,8342001170004002000NVN,LOC,0,0
47,27020602003,8342001200010000000NVN,LOC,61324000,57679000
48,27020302002,8448001100055000000NVN,LOC,0,0
49,27020815001,8449001200016000000NVN,LOC,36714984,28894365
50,27020603001,8449001200053001000NVN,LOC,0,0
51,27021304001,8449001200025000000NVN,LOC,15000000,0
52,27022607001,8342001030010000000NVN,LOC,106839260,106839260
53,27021312002,8449001200098000000NVN,LOC,3165950476,2662831000
54,27020901003,8443008000028000000NVN,LOC,100,0
55,27022407001,8449001200027000000NVN,LOC,371519317,0
56,27021014001,8443001040001000000NVN,LOC,36879610,0
57,27020901001,8449001200042000000NVN,LOC,104469750,26924
