S.No,DDOCODE,HOA,"ACCOUNT TYPE","BALANCE(in Rs.)","LOC(in Rs.)"
1,27021102002,8443008000001000000NVN,LOC,238771000,0
2,27022501002,8449001200031000000NVN,LOC,231691198,260399
3,27021334001,8449001200059000000NVN,LOC,0,0
4,27021901003,8448001200005002000NVN,LOC,5000000,0
5,27020705001,8342001170004002000NVN,LOC,0,0
6,27020702002,8342001170004002000NVN,LOC,102615072,12497928
7,27020102002,8449001200030000000NVN,LOC,746620895,50982922
8,27020902001,8443001060001000000NVN,LOC,7011169,5132600
9,27022501003,8449001200087000000NVN,LOC,120533702,95393044
10,27022806001,8449001200035000000NVN,LOC,2942808,0
11,27022501007,8449001200089000000NVN,LOC,72257605,54193204
12,27022201001,8448001200035000000NVN,LOC,81507002,53321479
13,27020603001,8449001200053001000NVN,LOC,0,0
14,27022601001,8449001200047000000NVN,LOC,56018180,0
15,27020901003,8443008000028000000NVN,LOC,100,0
16,27021802001,8443001060001000000NVN,LOC,527229963,312174620
17,27021905001,8449001200038000000NVN,LOC,199432874,94536040
18,27020107001,8449001200062000000NVN,LOC,0,0
19,27021905002,8449001200045000000NVN,LOC,37678370,0
20,27022402001,8448001200020000000NVN,LOC,1626000,1626000
21,27021316001,8449001200067000000NVN,LOC,479705,4300
22,27021802004,8449001200050000000NVN,LOC,300000000,300000000
23,27021305001,8449001200001000000NVN,LOC,451595498,396476962
24,27020913001,8449001200071000000NVN,LOC,2574327894,43434861
25,27020204001,8449001200060000000NVN,LOC,82103998,41614836
26,27021207001,8443001060001000000NVN,LOC,428160,189531
27,27022501012,8449001200024000000NVN,LOC,0,0
28,27021903001,8448001200005001000NVN,LOC,0,0
29,27020404001,8449001200022000000NVN,LOC,0,0
30,27021311001,8449001200017000000NVN,LOC,1262727955,235466351
31,27022501008,8449001200002101000NVN,LOC,21369000,21369000
32,27022002001,8448001200022000000NVN,LOC,107001615,107001615
33,27022501011,8449001200033000000NVN,LOC,65297405,48973054
34,27022403001,8448001100043000000NVN,LOC,480438346,478079270
35,27020803001,8443008000027000000NVN,LOC,367583,250800
36,27020107002,8449001200063000000NVN,LOC,135452086,135452086
37,27022501010,8449001200002103000NVN,LOC,0,0
38,27020302001,8448001100045000000NVN,LOC,0,0
39,27020901004,8449001200097000000NVN,LOC,0,0
40,27022207003,8448001100044000000NVN,LOC,0,0
41,27021906001,8448001100032000000NVN,LOC,17170000,17170000
42,27022406001,8449001200014001000NVN,LOC,3928962328,2576509511
43,27022503001,8448001100066000000NVN,LOC,71485748,58054253
44,27020306001,8443001110006000000NVN,LOC,62569502,62569502
45,27020602003,8342001200010000000NVN,LOC,61324000,57679000
46,27022802001,8443008000013000000NVN,LOC,147295536,142612824
47,27020909001,8449001200061000000NVN,LOC,1414292005,233652468
48,27021901001,8448001200005004000NVN,LOC,100,0
49,27020103001,8449001200092000000NVN,LOC,415021490,156831452
50,27022211001,8448001200033000000NVN,LOC,0,0
51,27021301002,8449001200036000000NVN,LOC,28167000,28167000
52,27020111001,8448001100026000000NVN,LOC,223134000,223134000
53,27021802002,8448001200036000000NVN,LOC,880735000,880735000
54,27022501009,8449001200002102000NVN,LOC,36250000,0
55,27020302002,8448001100055000000NVN,LOC,0,0
56,27021008001,8449001200048000000NVN,LOC,86063266,63200179
57,27022405001,8448001200009000000NVN,LOC,35313211,16583391
58,27021307001,8449001200093000000NVN,LOC,27096502,17399898
59,27020102001,8449001200005000000NVN,LOC,1285267046,1196028848
60,27022501005,8449001200080000000NVN,LOC,308670817,230509363
61,27020407001,8449001200072000000NVN,LOC,0,0
62,27020801001,8443008000002001000NVN,LOC,480438446,2680016804
63,27021014001,8443001040001000000NVN,LOC,67641008,0
64,27021304001,8449001200025000000NVN,LOC,156868000,0
65,27020304002,8448001100011000000NVN,LOC,0,0
66,27021312002,8449001200098000000NVN,LOC,4911046262,2583901662
67,27020901001,8449001200042000000NVN,LOC,620538038,505028212
68,27022407001,8449001200027000000NVN,LOC,845156839,691496522
69,27020317001,8443001230001000000NVN,LOC,329427129,45110909
70,27020815001,8449001200016000000NVN,LOC,34635695,20907076
71,27020102003,8449001200043000000NVN,LOC,1,1
72,27021506001,8443001110004000000NVN,LOC,224648,25312
73,27020602002,8449001200053002000NVN,LOC,456255751,422938817
74,27020406001,8449001200074000000NVN,LOC,0,0
75,27022207001,8448001200029000000NVN,LOC,1969376969,787501000
76,27020202001,8449001200009000000NVN,LOC,79400000,29400000
77,27021331001,8449001200041000000NVN,LOC,359,364
78,27022502001,8449001200019000000NVN,LOC,987901326,712807914
79,27022706001,8449001200032000000NVN,LOC,0,0
80,27022501004,8449001200086000000NVN,LOC,21750000,21750000
81,27020308001,8448001100034000000NVN,LOC,10222227,8389712
82,27022501006,8449001200082000000NVN,LOC,79488702,59616527
83,27021301001,8449001200010000000NVN,LOC,4122360,0
84,27020801001,8443008000002002000NVN,LOC,418587,0
85,27020705001,8342001170004001000NVN,LOC,-39244565,0
86,27020702002,8342001170004001000NVN,LOC,34517773,9312587
87,27022003001,8449001200056000000NVN,LOC,676201831,575597449
88,27021502001,8449001200077000000NVN,LOC,89691048,77463480
89,27022707001,8449001200028000000NVN,LOC,63085288,48081070
90,27020104001,8448001200002000000NVN,LOC,561579298,467151324
91,27022808001,8448001100029000000NVN,LOC,11756623,11756623
92,27020105001,8448001200002000000NVN,LOC,39326180,39326180
93,27022409001,8448001100024000000NVN,LOC,386926861,330948752
94,27021226001,8342001030009000000NVN,LOC,650369215,650369215
95,27022607001,8342001030010000000NVN,LOC,4885030,4885030
96,27022304001,8443008000009000000NVN,LOC,1528153768,844740189
97,27021503001,8342001200009000000NVN,LOC,1932900691,1264367137
98,27020330001,8448001100031000000NVN,LOC,0,0
99,27020331001,8448001100030000000NVN,LOC,23200000,11600000
100,27022207004,8449001200075000000NVN,LOC,2096139000,0
