S.No,DDOCODE,HOA,"ACCOUNT TYPE","BALANCE(in Rs.)","LOC(in Rs.)"
1,27020107002,8449001200063000000NVN,LOC,76222957,25944092
2,27022403001,8448001100043000000NVN,LOC,2337117,48081
3,27021311001,8449001200017000000NVN,LOC,1275458764,248197160
4,27021207001,8443001060001000000NVN,LOC,431560,197531
5,27022002001,8448001200022000000NVN,LOC,107816911,107816911
6,27021903001,8448001200005001000NVN,LOC,0,0
7,27020404001,8449001200022000000NVN,LOC,0,0
8,27020803001,8443008000027000000NVN,LOC,329142,229000
9,27022501012,8449001200024000000NVN,LOC,0,0
10,27020331001,8448001100030000000NVN,LOC,11600000,0
11,27022501011,8449001200033000000NVN,LOC,65297405,48973054
12,27022501008,8449001200002101000NVN,LOC,21369000,21369000
13,27022501010,8449001200002103000NVN,LOC,0,0
14,27020901004,8449001200097000000NVN,LOC,0,0
15,27021102002,8443008000001000000NVN,LOC,0,0
16,27022501002,8449001200031000000NVN,LOC,231691198,260399
17,27020302001,8448001100045000000NVN,LOC,0,0
18,27021901003,8448001200005002000NVN,LOC,0,0
19,27021906001,8448001100032000000NVN,LOC,0,0
20,27022207003,8448001100044000000NVN,LOC,0,0
21,27020913001,8449001200071000000NVN,LOC,2699988065,230118536
22,27021226001,8342001030009000000NVN,LOC,585215,585215
23,27021334001,8449001200059000000NVN,LOC,0,0
24,27020111001,8448001100026000000NVN,LOC,0,0
25,27022406001,8449001200014001000NVN,LOC,2860746528,2627043711
26,27020909001,8449001200061000000NVN,LOC,528473468,511932931
27,27020102002,8449001200030000000NVN,LOC,1506015038,810377065
28,27022806001,8449001200035000000NVN,LOC,2942808,0
29,27020302002,8448001100055000000NVN,LOC,0,0
30,27022501003,8449001200087000000NVN,LOC,120533702,95393044
31,27022808001,8448001100029000000NVN,LOC,1165006,1165006
32,27022201001,8448001200035000000NVN,LOC,84129807,55944284
33,27022409001,8448001100024000000NVN,LOC,60545069,4566960
34,27021901001,8448001200005004000NVN,LOC,100,0
35,27020902001,8443001060001000000NVN,LOC,7100169,5307600
36,27020602003,8342001200010000000NVN,LOC,61324000,57679000
37,27022501007,8449001200089000000NVN,LOC,72257605,54193204
38,27022802001,8443008000013000000NVN,LOC,147674536,142991824
39,27022501009,8449001200002102000NVN,LOC,36250000,0
40,27021802002,8448001200036000000NVN,LOC,0,0
41,27020705001,8342001170004002000NVN,LOC,0,0
42,27021301002,8449001200036000000NVN,LOC,47167000,47167000
43,27020702002,8342001170004002000NVN,LOC,131769706,10707804
44,27022405001,8448001200009000000NVN,LOC,23033014,12098194
45,27022211001,8448001200033000000NVN,LOC,0,0
46,27021307001,8449001200093000000NVN,LOC,27295259,17622937
47,27020102001,8449001200005000000NVN,LOC,536062858,41744000
48,27020103001,8449001200092000000NVN,LOC,490023569,156831452
49,27020901001,8449001200042000000NVN,LOC,740254233,635811407
50,27021312002,8449001200098000000NVN,LOC,4948252262,2621107662
51,27020603001,8449001200053001000NVN,LOC,0,0
52,27020815001,8449001200016000000NVN,LOC,35761593,27940974
53,27020317001,8443001230001000000NVN,LOC,233374051,154553305
54,27022407001,8449001200027000000NVN,LOC,1055554513,74655916
55,27020407001,8449001200072000000NVN,LOC,0,0
56,27022601001,8449001200047000000NVN,LOC,6018180,0
57,27021304001,8449001200025000000NVN,LOC,0,0
58,27020104001,8448001200002000000NVN,LOC,548004170,491620406
59,27020801001,8443008000002001000NVN,LOC,550206806,2680016804
60,27020102003,8449001200043000000NVN,LOC,2096139000,0
61,27021802001,8443001060001000000NVN,LOC,1209195437,497305869
62,27021014001,8443001040001000000NVN,LOC,38379610,0
63,27020304002,8448001100011000000NVN,LOC,0,0
